record_time,temperature,relative_humidity,air_pressure,pause
2024-12-01T08:00:00,15.2,61.8,1013,0
2024-12-01T14:00:00,18.2,57.8,1012,0
2024-12-01T20:00:00,16.8,59.5,1012,0
2024-12-02T08:00:00,15.5,61.5,1012,0
2024-12-02T14:00:00,18.5,57.5,1012,0
2024-12-02T20:00:00,17.1,59.2,1012,0
2024-12-03T08:00:00,15.8,61.2,1012,0
2024-12-03T14:00:00,18.8,57.2,1012,0
2024-12-03T20:00:00,17.4,58.9,1012,0
2024-12-04T08:00:00,16.1,60.9,1011,0
2024-12-04T14:00:00,19.1,56.9,1011,0
2024-12-04T20:00:00,17.7,58.6,1011,0
2024-12-05T08:00:00,16.4,60.6,1011,0
2024-12-05T14:00:00,19.4,56.6,1011,0
2024-12-05T20:00:00,18.0,58.3,1011,0
2024-12-06T08:00:00,16.7,60.3,1011,0
2024-12-06T14:00:00,19.7,56.3,1011,0
2024-12-06T20:00:00,18.3,58.0,1011,0
2024-12-07T08:00:00,17.0,60.0,1011,0
2024-12-07T14:00:00,20.0,56.0,1011,0
2024-12-07T20:00:00,18.6,57.7,1011,0
2024-12-08T08:00:00,17.3,59.7,1011,0
2024-12-08T14:00:00,20.3,55.7,1011,0
2024-12-08T20:00:00,18.9,57.4,1011,0
2024-12-09T08:00:00,17.6,59.4,1011,0
2024-12-09T14:00:00,20.6,55.4,1011,0
2024-12-09T20:00:00,19.2,57.1,1011,0
2024-12-10T08:00:00,17.9,59.1,1011,0
2024-12-10T14:00:00,20.9,55.1,1011,0
2024-12-10T20:00:00,19.5,56.8,1011,0
2024-12-11T08:00:00,18.2,58.8,1011,0
2024-12-11T14:00:00,21.2,54.8,1011,0
2024-12-11T20:00:00,19.8,56.5,1011,0
2024-12-12T08:00:00,18.5,58.5,1011,0
2024-12-12T14:00:00,21.5,54.5,1011,0
2024-12-12T20:00:00,20.1,56.2,1011,0
2024-12-13T08:00:00,18.8,58.2,1011,0
2024-12-13T14:00:00,21.8,54.2,1011,0
2024-12-13T20:00:00,20.4,55.9,1011,0
2024-12-14T08:00:00,19.1,57.9,1011,0
2024-12-14T14:00:00,22.1,53.9,1011,0
2024-12-14T20:00:00,20.7,55.6,1011,0
2024-12-15T08:00:00,19.4,57.6,1011,0
2024-12-15T14:00:00,22.4,53.6,1011,0
2024-12-15T20:00:00,21.0,55.3,1011,0
2024-12-16T08:00:00,19.7,57.3,1011,0
2024-12-16T14:00:00,22.7,53.3,1011,0
2024-12-16T20:00:00,21.3,55.0,1011,0
2024-12-17T08:00:00,20.0,57.0,1011,0
2024-12-17T14:00:00,23.0,53.0,1011,0
2024-12-17T20:00:00,21.6,54.7,1011,0
2024-12-18T08:00:00,20.3,56.7,1011,0
2024-12-18T14:00:00,23.3,52.7,1011,0
2024-12-18T20:00:00,21.9,54.4,1011,0
2024-12-19T08:00:00,20.6,56.4,1011,0
2024-12-19T14:00:00,23.6,52.4,1011,0
2024-12-19T20:00:00,22.2,54.1,1011,0
2024-12-20T08:00:00,20.9,56.1,1011,0
2024-12-20T14:00:00,23.9,52.1,1011,0
2024-12-20T20:00:00,22.5,53.8,1011,0
2024-12-21T08:00:00,21.2,55.8,1011,0
2024-12-21T14:00:00,24.2,51.8,1011,0
2024-12-21T20:00:00,22.8,53.5,1011,0
2024-12-22T08:00:00,21.5,55.5,1011,0
2024-12-22T14:00:00,24.5,51.5,1011,0
2024-12-22T20:00:00,23.1,53.2,1011,0
2024-12-23T08:00:00,21.8,55.2,1011,0
2024-12-23T14:00:00,24.8,51.2,1011,0
2024-12-23T20:00:00,23.4,52.9,1011,0
2024-12-24T08:00:00,22.1,54.9,1011,0
2024-12-24T14:00:00,25.1,50.9,1011,0
2024-12-24T20:00:00,23.7,52.6,1011,0
2024-12-25T08:00:00,22.4,54.6,1011,0
2024-12-25T14:00:00,25.4,50.6,1011,0
2024-12-25T20:00:00,24.0,52.3,1011,0
2024-12-26T08:00:00,22.7,54.3,1011,0
2024-12-26T14:00:00,25.7,50.3,1011,0
2024-12-26T20:00:00,24.3,52.0,1010,0
2024-12-27T08:00:00,23.0,54.0,1010,0
2024-12-27T14:00:00,26.0,50.0,1010,0
2024-12-27T20:00:00,24.6,51.7,1010,0
2024-12-28T08:00:00,23.3,53.7,1010,0
2024-12-28T14:00:00,26.3,49.7,1010,0
2024-12-28T20:00:00,24.9,51.4,1010,0
2024-12-29T08:00:00,23.6,53.4,1010,0
2024-12-29T14:00:00,26.6,49.4,1010,0
2024-12-29T20:00:00,25.2,51.1,1010,0
2024-12-30T08:00:00,20.8,54.5,1010,0
2024-12-30T14:00:00,23.8,53.7,1010,0
2024-12-30T20:00:00,22.3,54.2,1010,0
2024-12-31T08:00:00,21.0,54.4,1010,0
2024-12-31T14:00:00,24.0,53.6,1010,0
2024-12-31T20:00:00,22.5,54.1,1010,0 